"sample_list","sig_list","expected_list","fitsig_list","actual_list"
"TCGA-5M-AAT4-01A-11D-A40P-10","SBS1",0.371991266907725,0.367391565050587,0.3515625
"TCGA-5M-AAT4-01A-11D-A40P-10","SBS5",0,0,0.12109375
"TCGA-5M-AAT4-01A-11D-A40P-10","SBS17b",0.0422246216556495,0.0436242214942937,0.05078125
"TCGA-5M-AAT4-01A-11D-A40P-10","SBS40",0.670885916270314,0.577053905896607,0.4765625
"TCGA-A6-5662-01A-01D-1650-10","SBS1",0.483712988497992,0.481177146210187,0.4375
"TCGA-A6-5662-01A-01D-1650-10","SBS5",0,0,0.114583333333333
"TCGA-A6-5662-01A-01D-1650-10","SBS40",0.601862066586329,0.550915814349798,0.447916666666667
"TCGA-A6-6782-01A-11D-1835-10","SBS1",0.33142895498224,0.330048058994903,0.317708333333333
"TCGA-A6-6782-01A-11D-1835-10","SBS5",0,0,0.0572916666666667
"TCGA-A6-6782-01A-11D-1835-10","SBS40",0.734186806587916,0.706443963264552,0.625
"TCGA-AA-3850-01A-01W-0995-10","SBS1",0.357587250304249,0.355975243129797,0.387878787878788
"TCGA-AA-3850-01A-01W-0995-10","SBS5",0,0,0.175757575757576
"TCGA-AA-3850-01A-01W-0995-10","SBS30",0.208918559159222,0.206056447822076,0.121212121212121
"TCGA-AA-3850-01A-01W-0995-10","SBS40",0.47203561240064,0.439948925985368,0.315151515151515
"TCGA-AA-A02E-01A-01W-A00E-09","SBS1",0.319773907410205,0.318509759752846,0.296116504854369
"TCGA-AA-A02E-01A-01W-A00E-09","SBS5",0,0,0.150485436893204
"TCGA-AA-A02E-01A-01W-A00E-09","SBS40",0.743697070358613,0.718299755341917,0.553398058252427
"TCGA-AZ-6600-01A-11D-1771-10","SBS1",0.478608296433101,0.469041930736872,0.376404494382022
"TCGA-AZ-6600-01A-11D-1771-10","SBS5",0,0,0.168539325842697
"TCGA-AZ-6600-01A-11D-1771-10","SBS40",0.769233246327601,0.577040505441951,0.455056179775281
"TCGA-CK-4950-01A-01D-1719-10","SBS1",0.384324417917608,0.376216135809513,0.329004329004329
"TCGA-CK-4950-01A-01D-1719-10","SBS5",0,0,0.164502164502165
"TCGA-CK-4950-01A-01D-1719-10","SBS40",0.8392860326777,0.676386869953523,0.506493506493506
"TCGA-CM-5862-01A-01D-1650-10","SBS1",0.540304340377226,0.530079733672667,0.5
"TCGA-CM-5862-01A-01D-1650-10","SBS5",0,0,0.0869565217391304
"TCGA-CM-5862-01A-01D-1650-10","SBS40",0.723757652699094,0.518340543482615,0.41304347826087
"TCGA-NH-A6GB-01A-11D-A36X-10","SBS1",0.465860517989975,0.462562808366622,0.436440677966102
"TCGA-NH-A6GB-01A-11D-A36X-10","SBS5",0,0,0.0677966101694915
"TCGA-NH-A6GB-01A-11D-A36X-10","SBS40",0.601017309883402,0.534764788154372,0.495762711864407
"TCGA-NH-A8F7-06A-31D-A40P-10","SBS1",0.498548357821496,0.496100703783938,0.447368421052632
"TCGA-NH-A8F7-06A-31D-A40P-10","SBS5",0,0,0.164473684210526
"TCGA-NH-A8F7-06A-31D-A40P-10","SBS40",0.524592638944028,0.475418129714942,0.388157894736842
"CRC-23T","SBS1",0.225556142407758,0.211568169501673,0.172413793103448
"CRC-23T","SBS5",0.822708523174915,0.801780978679007,0.737068965517241
"CRC-23T","SBS15",0,0,0.0905172413793103
